user_id,date,channel,touch_order,is_last_touch,region
49,2026-01-01 06:00:00,Paid Social,2,True,Region_A
50,2026-01-01 00:00:00,Influencer,1,False,Region_B
50,2026-01-01 06:00:00,Referral,2,True,Region_B
51,2026-01-01 00:00:00,Influencer,1,True,Region_A
52,2026-01-01 00:00:00,Paid Search,1,True,Region_A
53,2026-01-01 00:00:00,Organic,1,False,Region_A
53,2026-01-01 06:00:00,Paid Social,2,False,Region_A
53,2026-01-01 12:00:00,Paid Social,3,True,Region_A
54,2026-01-01 00:00:00,Paid Search,1,False,Region_B
54,2026-01-01 06:00:00,Direct,2,True,Region_B
55,2026-01-01 00:00:00,Paid Social,1,False,Region_B
55,2026-01-01 06:00:00,Paid Social,2,True,Region_B
56,2026-01-01 00:00:00,Paid Social,1,False,Region_A
56,2026-01-01 06:00:00,Paid Social,2,True,Region_A
57,2026-01-01 00:00:00,Influencer,1,True,Region_B
58,2026-01-01 00:00:00,Paid Social,1,False,Region_B
58,2026-01-01 06:00:00,Paid Search,2,False,Region_B
58,2026-01-01 12:00:00,Direct,3,True,Region_B
59,2026-01-01 00:00:00,Paid Social,1,False,Region_A
59,2026-01-01 06:00:00,Direct,2,True,Region_A
60,2026-01-01 00:00:00,Influencer,1,False,Region_B
60,2026-01-01 06:00:00,Referral,2,True,Region_B
61,2026-01-01 00:00:00,Influencer,1,False,Region_B
61,2026-01-01 06:00:00,Paid Search,2,True,Region_B
62,2026-01-01 00:00:00,Paid Search,1,True,Region_A
63,2026-01-01 00:00:00,Paid Social,1,True,Region_A
64,2026-01-01 00:00:00,Paid Search,1,False,Region_B
64,2026-01-01 06:00:00,Paid Search,2,True,Region_B
65,2026-01-01 00:00:00,Referral,1,True,Region_A
66,2026-01-01 00:00:00,Influencer,1,False,Region_B
66,2026-01-01 06:00:00,Influencer,2,True,Region_B
67,2026-01-01 00:00:00,Influencer,1,False,Region_A
67,2026-01-01 06:00:00,Direct,2,True,Region_A
68,2026-01-01 00:00:00,Referral,1,False,Region_B
68,2026-01-01 06:00:00,Organic,2,True,Region_B
69,2026-01-01 00:00:00,Influencer,1,True,Region_B
70,2026-01-01 00:00:00,Direct,1,False,Region_B
70,2026-01-01 06:00:00,Direct,2,True,Region_B
71,2026-01-01 00:00:00,Paid Search,1,True,Region_A
72,2026-01-01 00:00:00,Paid Search,1,True,Region_A
73,2026-01-01 00:00:00,Paid Social,1,True,Region_B
74,2026-01-01 00:00:00,Influencer,1,False,Region_B
74,2026-01-01 06:00:00,Direct,2,True,Region_B
75,2026-01-01 00:00:00,Influencer,1,False,Region_A
75,2026-01-01 06:00:00,Referral,2,False,Region_A
75,2026-01-01 12:00:00,Paid Social,3,False,Region_A
75,2026-01-01 18:00:00,Organic,4,True,Region_A
76,2026-01-01 00:00:00,Paid Search,1,False,Region_A
76,2026-01-01 06:00:00,Referral,2,True,Region_A
77,2026-01-01 00:00:00,Paid Social,1,False,Region_B
77,2026-01-01 06:00:00,Referral,2,True,Region_B
78,2026-01-01 00:00:00,Referral,1,True,Region_A
79,2026-01-01 00:00:00,Paid Social,1,False,Region_B
79,2026-01-01 06:00:00,Paid Social,2,True,Region_B
80,2026-01-01 00:00:00,Paid Search,1,True,Region_A
81,2026-01-01 00:00:00,Paid Search,1,False,Region_B
81,2026-01-01 06:00:00,Paid Social,2,True,Region_B
82,2026-01-01 00:00:00,Influencer,1,False,Region_B
82,2026-01-01 06:00:00,Referral,2,True,Region_B
83,2026-01-01 00:00:00,Direct,1,False,Region_A
83,2026-01-01 06:00:00,Direct,2,False,Region_A
83,2026-01-01 12:00:00,Paid Search,3,False,Region_A
83,2026-01-01 18:00:00,Paid Search,4,True,Region_A
84,2026-01-01 00:00:00,Direct,1,False,Region_A
84,2026-01-01 06:00:00,Paid Social,2,False,Region_A
84,2026-01-01 12:00:00,Referral,3,True,Region_A
85,2026-01-01 00:00:00,Paid Search,1,False,Region_A
85,2026-01-01 06:00:00,Paid Search,2,False,Region_A
85,2026-01-01 12:00:00,Paid Search,3,True,Region_A
86,2026-01-01 00:00:00,Paid Social,1,True,Region_B
87,2026-01-01 00:00:00,Organic,1,False,Region_B
87,2026-01-01 06:00:00,Paid Social,2,False,Region_B
87,2026-01-01 12:00:00,Direct,3,True,Region_B
88,2026-01-01 00:00:00,Influencer,1,False,Region_B
88,2026-01-01 06:00:00,Paid Search,2,True,Region_B
89,2026-01-01 00:00:00,Referral,1,False,Region_A
89,2026-01-01 06:00:00,Paid Social,2,True,Region_A
90,2026-01-01 00:00:00,Influencer,1,False,Region_A
90,2026-01-01 06:00:00,Referral,2,True,Region_A
91,2026-01-01 00:00:00,Influencer,1,False,Region_A
91,2026-01-01 06:00:00,Organic,2,True,Region_A
92,2026-01-01 00:00:00,Paid Social,1,False,Region_A
92,2026-01-01 06:00:00,Influencer,2,True,Region_A
93,2026-01-01 00:00:00,Direct,1,True,Region_B
94,2026-01-01 00:00:00,Referral,1,False,Region_B
94,2026-01-01 06:00:00,Organic,2,False,Region_B
94,2026-01-01 12:00:00,Influencer,3,False,Region_B
94,2026-01-01 18:00:00,Referral,4,True,Region_B
95,2026-01-01 00:00:00,Influencer,1,False,Region_B
95,2026-01-01 06:00:00,Paid Search,2,True,Region_B
96,2026-01-01 00:00:00,Paid Social,1,False,Region_B
96,2026-01-01 06:00:00,Paid Search,2,True,Region_B
97,2026-01-01 00:00:00,Influencer,1,False,Region_B
97,2026-01-01 06:00:00,Paid Social,2,False,Region_B
97,2026-01-01 12:00:00,Paid Social,3,False,Region_B
97,2026-01-01 18:00:00,Paid Search,4,True,Region_B
98,2026-01-01 00:00:00,Paid Social,1,True,Region_B
99,2026-01-01 00:00:00,Influencer,1,False,Region_A
99,2026-01-01 06:00:00,Paid Search,2,False,Region_A
99,2026-01-01 12:00:00,Paid Social,3,True,Region_A
100,2026-01-01 00:00:00,Paid Social,1,True,Region_A
101,2026-01-01 00:00:00,Direct,1,False,Region_A
101,2026-01-01 06:00:00,Paid Search,2,True,Region_A
102,2026-01-01 00:00:00,Influencer,1,False,Region_A
102,2026-01-01 06:00:00,Referral,2,False,Region_A
102,2026-01-01 12:00:00,Paid Social,3,False,Region_A
102,2026-01-01 18:00:00,Paid Search,4,True,Region_A
103,2026-01-01 00:00:00,Paid Social,1,True,Region_A
104,2026-01-01 00:00:00,Direct,1,False,Region_A
104,2026-01-01 06:00:00,Referral,2,False,Region_A
104,2026-01-01 12:00:00,Referral,3,False,Region_A
104,2026-01-01 18:00:00,Referral,4,True,Region_A
105,2026-01-01 00:00:00,Paid Search,1,True,Region_A
106,2026-01-01 00:00:00,Paid Social,1,True,Region_A
107,2026-01-01 00:00:00,Paid Search,1,False,Region_B
107,2026-01-01 06:00:00,Paid Social,2,True,Region_B
108,2026-01-01 00:00:00,Influencer,1,False,Region_B
108,2026-01-01 06:00:00,Paid Search,2,True,Region_B
109,2026-01-01 00:00:00,Organic,1,False,Region_B
109,2026-01-01 06:00:00,Paid Search,2,True,Region_B
110,2026-01-01 00:00:00,Influencer,1,False,Region_A
110,2026-01-01 06:00:00,Organic,2,True,Region_A
111,2026-01-01 00:00:00,Paid Social,1,True,Region_A
112,2026-01-01 00:00:00,Influencer,1,False,Region_B
112,2026-01-01 06:00:00,Paid Social,2,True,Region_B
113,2026-01-01 00:00:00,Influencer,1,False,Region_A
113,2026-01-01 06:00:00,Paid Search,2,True,Region_A
114,2026-01-01 00:00:00,Influencer,1,False,Region_A
114,2026-01-01 06:00:00,Paid Search,2,True,Region_A
115,2026-01-01 00:00:00,Paid Search,1,True,Region_A
116,2026-01-01 00:00:00,Paid Social,1,True,Region_A
117,2026-01-01 00:00:00,Paid Social,1,True,Region_A
118,2026-01-01 00:00:00,Influencer,1,False,Region_A
118,2026-01-01 06:00:00,Paid Search,2,True,Region_A
119,2026-01-01 00:00:00,Paid Search,1,False,Region_A
119,2026-01-01 06:00:00,Referral,2,False,Region_A
119,2026-01-01 12:00:00,Direct,3,True,Region_A
120,2026-01-01 00:00:00,Paid Social,1,True,Region_A
121,2026-01-01 00:00:00,Influencer,1,True,Region_A
122,2026-01-01 00:00:00,Paid Search,1,True,Region_B
123,2026-01-01 00:00:00,Paid Social,1,True,Region_A
124,2026-01-01 00:00:00,Organic,1,True,Region_B
125,2026-01-01 00:00:00,Organic,1,True,Region_A
126,2026-01-01 00:00:00,Paid Search,1,True,Region_B
127,2026-01-01 00:00:00,Influencer,1,False,Region_B
127,2026-01-01 06:00:00,Paid Search,2,False,Region_B
127,2026-01-01 12:00:00,Referral,3,True,Region_B
128,2026-01-01 00:00:00,Paid Social,1,False,Region_A
128,2026-01-01 06:00:00,Direct,2,False,Region_A
128,2026-01-01 12:00:00,Paid Social,3,True,Region_A
129,2026-01-01 00:00:00,Paid Search,1,False,Region_B
129,2026-01-01 06:00:00,Organic,2,True,Region_B
130,2026-01-01 00:00:00,Influencer,1,False,Region_B
130,2026-01-01 06:00:00,Referral,2,True,Region_B
131,2026-01-01 00:00:00,Paid Search,1,False,Region_A
131,2026-01-01 06:00:00,Direct,2,True,Region_A
132,2026-01-01 00:00:00,Direct,1,False,Region_A
132,2026-01-01 06:00:00,Organic,2,True,Region_A
133,2026-01-01 00:00:00,Paid Search,1,True,Region_B
134,2026-01-01 00:00:00,Paid Social,1,True,Region_B
135,2026-01-01 00:00:00,Paid Social,1,False,Region_A
135,2026-01-01 06:00:00,Referral,2,False,Region_A
135,2026-01-01 12:00:00,Direct,3,True,Region_A
136,2026-01-01 00:00:00,Referral,1,False,Region_B
136,2026-01-01 06:00:00,Paid Social,2,True,Region_B
137,2026-01-01 00:00:00,Influencer,1,True,Region_B
138,2026-01-01 00:00:00,Paid Search,1,False,Region_A
138,2026-01-01 06:00:00,Direct,2,True,Region_A
139,2026-01-01 00:00:00,Paid Search,1,True,Region_B
140,2026-01-01 00:00:00,Influencer,1,False,Region_A
140,2026-01-01 06:00:00,Referral,2,True,Region_A
141,2026-01-01 00:00:00,Influencer,1,False,Region_A
141,2026-01-01 06:00:00,Paid Social,2,True,Region_A
142,2026-01-01 00:00:00,Influencer,1,False,Region_B
142,2026-01-01 06:00:00,Paid Search,2,True,Region_B
143,2026-01-01 00:00:00,Influencer,1,True,Region_B
144,2026-01-01 00:00:00,Influencer,1,False,Region_A
144,2026-01-01 06:00:00,Referral,2,True,Region_A
145,2026-01-01 00:00:00,Paid Social,1,False,Region_B
145,2026-01-01 06:00:00,Influencer,2,False,Region_B
145,2026-01-01 12:00:00,Paid Social,3,False,Region_B
145,2026-01-01 18:00:00,Paid Search,4,True,Region_B
146,2026-01-01 00:00:00,Influencer,1,False,Region_A
146,2026-01-01 06:00:00,Referral,2,False,Region_A
146,2026-01-01 12:00:00,Paid Social,3,True,Region_A
147,2026-01-01 00:00:00,Influencer,1,False,Region_B
147,2026-01-01 06:00:00,Referral,2,False,Region_B
147,2026-01-01 12:00:00,Direct,3,True,Region_B
148,2026-01-01 00:00:00,Paid Search,1,False,Region_B
148,2026-01-01 06:00:00,Paid Search,2,False,Region_B
148,2026-01-01 12:00:00,Paid Social,3,False,Region_B
148,2026-01-01 18:00:00,Referral,4,True,Region_B
149,2026-01-01 00:00:00,Paid Search,1,False,Region_B
149,2026-01-01 06:00:00,Paid Search,2,True,Region_B
150,2026-01-01 00:00:00,Paid Search,1,False,Region_A
150,2026-01-01 06:00:00,Paid Search,2,True,Region_A
151,2026-01-01 00:00:00,Influencer,1,False,Region_A
151,2026-01-01 06:00:00,Influencer,2,False,Region_A
151,2026-01-01 12:00:00,Direct,3,False,Region_A
151,2026-01-01 18:00:00,Direct,4,True,Region_A
152,2026-01-01 00:00:00,Paid Social,1,False,Region_B
152,2026-01-01 06:00:00,Direct,2,True,Region_B
153,2026-01-01 00:00:00,Influencer,1,False,Region_B
153,2026-01-01 06:00:00,Direct,2,False,Region_B
153,2026-01-01 12:00:00,Referral,3,True,Region_B
154,2026-01-01 00:00:00,Paid Social,1,False,Region_A
154,2026-01-01 06:00:00,Direct,2,False,Region_A
154,2026-01-01 12:00:00,Referral,3,True,Region_A
155,2026-01-01 00:00:00,Influencer,1,True,Region_B
156,2026-01-01 00:00:00,Influencer,1,False,Region_B
156,2026-01-01 06:00:00,Influencer,2,True,Region_B
157,2026-01-01 00:00:00,Influencer,1,False,Region_B
157,2026-01-01 06:00:00,Influencer,2,False,Region_B
157,2026-01-01 12:00:00,Referral,3,True,Region_B
158,2026-01-01 00:00:00,Influencer,1,False,Region_A
158,2026-01-01 06:00:00,Direct,2,True,Region_A
159,2026-01-01 00:00:00,Paid Search,1,False,Region_B
159,2026-01-01 06:00:00,Direct,2,True,Region_B
160,2026-01-01 00:00:00,Paid Social,1,True,Region_A
161,2026-01-01 00:00:00,Referral,1,False,Region_B
161,2026-01-01 06:00:00,Organic,2,False,Region_B
161,2026-01-01 12:00:00,Direct,3,True,Region_B
162,2026-01-01 00:00:00,Paid Social,1,False,Region_A
162,2026-01-01 06:00:00,Organic,2,False,Region_A
162,2026-01-01 12:00:00,Paid Search,3,True,Region_A
163,2026-01-01 00:00:00,Paid Search,1,True,Region_B
164,2026-01-01 00:00:00,Paid Social,1,False,Region_B
164,2026-01-01 06:00:00,Paid Social,2,True,Region_B
165,2026-01-01 00:00:00,Influencer,1,False,Region_A
165,2026-01-01 06:00:00,Paid Social,2,True,Region_A
166,2026-01-01 00:00:00,Paid Search,1,False,Region_A
166,2026-01-01 06:00:00,Organic,2,False,Region_A
166,2026-01-01 12:00:00,Direct,3,False,Region_A
166,2026-01-01 18:00:00,Direct,4,True,Region_A
167,2026-01-01 00:00:00,Influencer,1,False,Region_B
167,2026-01-01 06:00:00,Paid Social,2,True,Region_B
168,2026-01-01 00:00:00,Paid Search,1,False,Region_A
168,2026-01-01 06:00:00,Direct,2,False,Region_A
168,2026-01-01 12:00:00,Paid Search,3,True,Region_A
169,2026-01-01 00:00:00,Paid Social,1,False,Region_B
169,2026-01-01 06:00:00,Referral,2,True,Region_B
170,2026-01-01 00:00:00,Paid Search,1,False,Region_B
170,2026-01-01 06:00:00,Organic,2,True,Region_B
171,2026-01-01 00:00:00,Paid Social,1,True,Region_A
172,2026-01-01 00:00:00,Influencer,1,True,Region_B
173,2026-01-01 00:00:00,Influencer,1,False,Region_A
173,2026-01-01 06:00:00,Referral,2,False,Region_A
173,2026-01-01 12:00:00,Paid Social,3,False,Region_A
173,2026-01-01 18:00:00,Organic,4,True,Region_A
174,2026-01-01 00:00:00,Paid Social,1,False,Region_A
174,2026-01-01 06:00:00,Paid Social,2,True,Region_A
175,2026-01-01 00:00:00,Influencer,1,False,Region_A
175,2026-01-01 06:00:00,Paid Search,2,False,Region_A
175,2026-01-01 12:00:00,Direct,3,True,Region_A
176,2026-01-02 00:00:00,Influencer,1,False,Region_B
176,2026-01-02 06:00:00,Paid Search,2,True,Region_B
177,2026-01-02 00:00:00,Influencer,1,True,Region_B
178,2026-01-02 00:00:00,Paid Social,1,True,Region_A
179,2026-01-02 00:00:00,Referral,1,False,Region_B
179,2026-01-02 06:00:00,Referral,2,False,Region_B
179,2026-01-02 12:00:00,Paid Search,3,True,Region_B
180,2026-01-02 00:00:00,Paid Social,1,False,Region_B
180,2026-01-02 06:00:00,Direct,2,True,Region_B
181,2026-01-02 00:00:00,Paid Search,1,False,Region_B
181,2026-01-02 06:00:00,Paid Search,2,True,Region_B
182,2026-01-02 00:00:00,Paid Social,1,False,Region_B
182,2026-01-02 06:00:00,Direct,2,False,Region_B
182,2026-01-02 12:00:00,Paid Search,3,True,Region_B
183,2026-01-02 00:00:00,Paid Search,1,True,Region_B
184,2026-01-02 00:00:00,Influencer,1,False,Region_A
184,2026-01-02 06:00:00,Paid Search,2,True,Region_A
185,2026-01-02 00:00:00,Referral,1,True,Region_B
186,2026-01-02 00:00:00,Referral,1,True,Region_A
187,2026-01-02 00:00:00,Paid Search,1,True,Region_B
188,2026-01-02 00:00:00,Paid Social,1,True,Region_B
189,2026-01-02 00:00:00,Influencer,1,True,Region_A
190,2026-01-02 00:00:00,Paid Social,1,False,Region_A
190,2026-01-02 06:00:00,Direct,2,True,Region_A
191,2026-01-02 00:00:00,Paid Search,1,False,Region_B
191,2026-01-02 06:00:00,Paid Search,2,False,Region_B
191,2026-01-02 12:00:00,Paid Search,3,True,Region_B
192,2026-01-02 00:00:00,Influencer,1,True,Region_A
193,2026-01-02 00:00:00,Influencer,1,False,Region_A
193,2026-01-02 06:00:00,Paid Search,2,True,Region_A
194,2026-01-02 00:00:00,Direct,1,False,Region_B
194,2026-01-02 06:00:00,Paid Social,2,True,Region_B
195,2026-01-02 00:00:00,Paid Social,1,True,Region_B
196,2026-01-02 00:00:00,Direct,1,False,Region_A
196,2026-01-02 06:00:00,Influencer,2,False,Region_A
196,2026-01-02 12:00:00,Paid Search,3,True,Region_A
197,2026-01-02 00:00:00,Paid Search,1,True,Region_A
198,2026-01-02 00:00:00,Paid Search,1,False,Region_A
198,2026-01-02 06:00:00,Paid Search,2,True,Region_A
199,2026-01-02 00:00:00,Direct,1,True,Region_A
200,2026-01-02 00:00:00,Influencer,1,True,Region_B
201,2026-01-02 00:00:00,Paid Search,1,False,Region_A
201,2026-01-02 06:00:00,Paid Search,2,True,Region_A
202,2026-01-02 00:00:00,Referral,1,True,Region_A
203,2026-01-02 00:00:00,Influencer,1,False,Region_A
203,2026-01-02 06:00:00,Organic,2,False,Region_A
203,2026-01-02 12:00:00,Direct,3,True,Region_A
204,2026-01-02 00:00:00,Influencer,1,False,Region_B
204,2026-01-02 06:00:00,Paid Search,2,True,Region_B
205,2026-01-02 00:00:00,Influencer,1,True,Region_A
206,2026-01-02 00:00:00,Influencer,1,False,Region_A
206,2026-01-02 06:00:00,Direct,2,True,Region_A
207,2026-01-02 00:00:00,Influencer,1,True,Region_B
208,2026-01-02 00:00:00,Paid Search,1,False,Region_B
208,2026-01-02 06:00:00,Influencer,2,False,Region_B
208,2026-01-02 12:00:00,Direct,3,True,Region_B
209,2026-01-02 00:00:00,Referral,1,False,Region_A
209,2026-01-02 06:00:00,Paid Social,2,True,Region_A
210,2026-01-02 00:00:00,Organic,1,False,Region_B
210,2026-01-02 06:00:00,Direct,2,True,Region_B
211,2026-01-02 00:00:00,Influencer,1,True,Region_A
212,2026-01-02 00:00:00,Paid Search,1,True,Region_A
213,2026-01-02 00:00:00,Influencer,1,False,Region_B
213,2026-01-02 06:00:00,Paid Social,2,False,Region_B
213,2026-01-02 12:00:00,Direct,3,True,Region_B
214,2026-01-02 00:00:00,Influencer,1,False,Region_B
214,2026-01-02 06:00:00,Referral,2,False,Region_B
214,2026-01-02 12:00:00,Influencer,3,False,Region_B
214,2026-01-02 18:00:00,Influencer,4,True,Region_B
215,2026-01-02 00:00:00,Paid Social,1,False,Region_B
215,2026-01-02 06:00:00,Direct,2,True,Region_B
216,2026-01-02 00:00:00,Direct,1,True,Region_A
217,2026-01-02 00:00:00,Influencer,1,False,Region_A
217,2026-01-02 06:00:00,Paid Search,2,True,Region_A
218,2026-01-02 00:00:00,Paid Social,1,False,Region_B
218,2026-01-02 06:00:00,Direct,2,True,Region_B
219,2026-01-02 00:00:00,Paid Social,1,False,Region_B
219,2026-01-02 06:00:00,Organic,2,False,Region_B
219,2026-01-02 12:00:00,Organic,3,True,Region_B
220,2026-01-02 00:00:00,Paid Search,1,True,Region_A
221,2026-01-02 00:00:00,Influencer,1,False,Region_B
221,2026-01-02 06:00:00,Referral,2,False,Region_B
221,2026-01-02 12:00:00,Referral,3,True,Region_B
222,2026-01-02 00:00:00,Paid Social,1,False,Region_B
222,2026-01-02 06:00:00,Referral,2,True,Region_B
223,2026-01-02 00:00:00,Paid Social,1,False,Region_B
223,2026-01-02 06:00:00,Organic,2,False,Region_B
223,2026-01-02 12:00:00,Referral,3,False,Region_B
223,2026-01-02 18:00:00,Direct,4,True,Region_B
224,2026-01-02 00:00:00,Influencer,1,False,Region_B
224,2026-01-02 06:00:00,Paid Search,2,True,Region_B
225,2026-01-02 00:00:00,Influencer,1,False,Region_A
225,2026-01-02 06:00:00,Influencer,2,False,Region_A
225,2026-01-02 12:00:00,Direct,3,True,Region_A
226,2026-01-02 00:00:00,Influencer,1,False,Region_A
226,2026-01-02 06:00:00,Influencer,2,False,Region_A
226,2026-01-02 12:00:00,Paid Search,3,True,Region_A
227,2026-01-02 00:00:00,Influencer,1,False,Region_B
227,2026-01-02 06:00:00,Paid Search,2,True,Region_B
228,2026-01-02 00:00:00,Organic,1,False,Region_B
228,2026-01-02 06:00:00,Paid Social,2,True,Region_B
229,2026-01-02 00:00:00,Paid Social,1,False,Region_A
229,2026-01-02 06:00:00,Organic,2,False,Region_A
229,2026-01-02 12:00:00,Organic,3,True,Region_A
230,2026-01-02 00:00:00,Paid Social,1,True,Region_B
231,2026-01-02 00:00:00,Paid Social,1,False,Region_A
231,2026-01-02 06:00:00,Paid Search,2,True,Region_A
232,2026-01-02 00:00:00,Influencer,1,True,Region_B
233,2026-01-02 00:00:00,Paid Search,1,False,Region_B
233,2026-01-02 06:00:00,Direct,2,False,Region_B
233,2026-01-02 12:00:00,Referral,3,True,Region_B
234,2026-01-02 00:00:00,Paid Social,1,False,Region_B
234,2026-01-02 06:00:00,Paid Search,2,True,Region_B
235,2026-01-02 00:00:00,Paid Search,1,False,Region_B
235,2026-01-02 06:00:00,Direct,2,False,Region_B
235,2026-01-02 12:00:00,Organic,3,True,Region_B
236,2026-01-02 00:00:00,Paid Search,1,False,Region_B
236,2026-01-02 06:00:00,Organic,2,True,Region_B
237,2026-01-02 00:00:00,Paid Social,1,True,Region_B
238,2026-01-02 00:00:00,Paid Social,1,False,Region_A
238,2026-01-02 06:00:00,Paid Search,2,False,Region_A
238,2026-01-02 12:00:00,Paid Search,3,True,Region_A
239,2026-01-02 00:00:00,Paid Search,1,False,Region_B
